Filename,Target,Green_Percentage,Brown_Percentage
northwest_20230606_sony_418_11_1_3.png,2,37.89859693877551,62.10140306122449
wooster_20230713_sony_117_0_1_3.png,2,54.30683992346938,45.69316007653062
northwest_20230606_sony_419_0_1_3.png,2,46.805245535714285,53.19475446428571
northwest_20230606_sony_302_12_0_3_aug_0.png,2,39.793925382653065,60.206074617346935
northwest_20230606_sony_418_12_0_3.png,2,38.341039540816325,61.658960459183675
northwest_20230530_sony_105_3_1_3.png,2,57.4577487244898,42.5422512755102
western_20230622_sony_217_1_0_3.png,2,15.461575255102042,84.53842474489795
western_20230622_sony_315_0_0_3.png,2,13.885124362244897,86.1148756377551
northwest_20230606_sony_303_8_1_3_aug_0.png,2,25.862962372448976,74.13703762755102
northwest_20230530_sony_318_8_1_3.png,2,41.270727040816325,58.729272959183675
wooster_20230530_sony_406_0_0_3.png,2,61.18861607142857,38.81138392857143
northwest_20230606_sony_109_4_1_3_aug_0.png,2,43.4749681122449,56.525031887755105
northwest_20230606_sony_109_14_1_3.png,2,53.856425382653065,46.143574617346935
western_20230622_sony_116_1_4_3.png,2,20.910395408163264,79.08960459183673
wooster_20230713_sony_409_0_2_3.png,2,47.5227200255102,52.4772799744898
western_20230622_sony_313_1_2_3.png,2,22.0523756377551,77.9476243622449
northwest_20230530_sony_105_13_0_3.png,2,54.61973852040817,45.38026147959184
western_20230608_sony_206_1_5_3.png,2,25.34877232142857,74.65122767857143
northwest_20230530_sony_108_9_0_3.png,2,56.44331951530612,43.55668048469388
northwest_20230606_sony_111_10_0_3.png,2,56.09454719387755,43.90545280612245
wooster_20230713_sony_205_0_0_3.png,2,35.85180165816326,64.14819834183673
northwest_20230606_sony_110_0_1_3_aug_0.png,2,46.34685905612245,53.65314094387755
western_20230622_sony_403_1_3_3.png,2,25.18335459183674,74.81664540816327
western_20230608_sony_303_0_0_3.png,2,32.10299744897959,67.8970025510204
northwest_20230606_sony_111_13_1_3.png,2,51.48875956632652,48.51124043367347
northwest_20230606_sony_220_11_0_3_aug_0.png,2,45.689174107142854,54.31082589285714
northwest_20230530_sony_318_8_1_3_aug_0.png,2,42.03404017857143,57.96595982142857
northwest_20230606_sony_304_9_0_3.png,2,28.21468431122449,71.78531568877551
western_20230622_sony_313_1_1_3_aug_0.png,2,33.63759566326531,66.3624043367347
northwest_20230606_sony_418_9_0_3.png,2,34.71380739795919,65.28619260204081
wooster_20230605_sony_312_0_1_3.png,2,62.14923469387755,37.85076530612245
northwest_20230606_sony_109_0_1_3_aug_0.png,2,41.97026466836735,58.02973533163265
western_20230622_sony_402_1_0_3.png,2,39.81983418367347,60.18016581632652
western_20230622_sony_315_1_4_3.png,2,13.217474489795919,86.78252551020408
northwest_20230530_sony_108_8_1_3_aug_0.png,2,55.52256058673469,44.47743941326531
northwest_20230606_sony_420_11_0_3.png,2,39.79193239795919,60.20806760204081
northwest_20230606_sony_417_11_0_3.png,2,44.46747448979592,55.53252551020408
northwest_20230606_sony_420_3_1_3.png,2,43.70416135204081,56.29583864795919
northwest_20230606_sony_420_12_1_3.png,2,30.391023596938776,69.60897640306123
wooster_20230629_sony_401_1_0_3.png,2,55.909199617346935,44.090800382653065
northwest_20230606_sony_219_9_0_3.png,2,44.89995216836735,55.10004783163265
northwest_20230606_sony_110_10_1_3_aug_0.png,2,56.52104591836735,43.47895408163265
wooster_20230713_sony_208_0_2_3.png,2,49.66119260204081,50.33880739795919
northwest_20230606_sony_219_14_0_3_aug_0.png,2,58.41836734693877,41.58163265306122
western_20230622_sony_116_0_0_3.png,2,24.182876275510203,75.8171237244898
western_20230608_sony_407_1_5_3.png,2,17.68176020408163,82.31823979591837
northwest_20230606_sony_302_2_1_3.png,2,53.29041772959183,46.70958227040816
northwest_20230606_sony_302_16_0_3_aug_0.png,2,36.46763392857143,63.53236607142857
northwest_20230606_sony_304_12_0_3.png,2,25.785235969387756,74.21476403061224
northwest_20230606_sony_419_14_0_3.png,2,36.997767857142854,63.00223214285714
wooster_20230629_sony_115_0_0_3.png,2,58.067602040816325,41.932397959183675
wooster_20230530_sony_219_1_3_3.png,2,66.08537946428571,33.914620535714285
northwest_20230606_sony_301_10_1_3.png,2,46.2272799744898,53.7727200255102
northwest_20230606_sony_301_6_1_3.png,2,47.271603954081634,52.728396045918366
northwest_20230606_sony_220_15_0_3_aug_0.png,2,50.57198660714286,49.428013392857146
wooster_20230605_sony_416_0_0_3.png,2,66.51586415816327,33.48413584183674
northwest_20230606_sony_110_4_1_3_aug_0.png,2,59.9250637755102,40.0749362244898
northwest_20230606_sony_112_0_1_3.png,2,49.55157844387755,50.44842155612245
northwest_20230606_sony_303_8_1_3.png,2,25.898836096938776,74.10116390306123
western_20230608_sony_304_1_1_3.png,2,30.662069515306122,69.33793048469387
wooster_20230629_sony_113_1_2_3.png,2,50.92474489795919,49.07525510204081
western_20230608_sony_303_1_4_3.png,2,26.975047831632654,73.02495216836735
western_20230608_sony_112_1_2_3.png,2,22.945232780612244,77.05476721938776
wooster_20230713_sony_205_1_4_3.png,2,43.463010204081634,56.536989795918366
northwest_20230606_sony_109_14_0_3_aug_0.png,2,58.958466198979586,41.04153380102041
western_20230608_sony_304_1_3_3.png,2,26.40904017857143,73.59095982142857
wooster_20230605_sony_216_0_1_3.png,2,63.22943239795919,36.77056760204081
northwest_20230530_sony_108_3_1_3.png,2,46.2531887755102,53.7468112244898
northwest_20230606_sony_219_15_0_3.png,2,50.22919323979592,49.77080676020408
wooster_20230605_sony_416_0_2_3.png,2,59.74370216836735,40.25629783163265
wooster_20230530_sony_407_0_1_3.png,2,59.68191964285714,40.318080357142854
wooster_20230530_sony_219_1_1_3.png,2,63.43271683673469,36.56728316326531
wooster_20230713_sony_410_0_2_3.png,2,47.72799744897959,52.272002551020414
northwest_20230530_sony_108_13_0_3.png,2,62.645487882653065,37.354512117346935
northwest_20230606_sony_303_10_0_3.png,2,28.41198979591837,71.58801020408163
northwest_20230606_sony_111_11_0_3_aug_0.png,2,59.747688137755105,40.2523118622449
northwest_20230606_sony_220_8_1_3_aug_0.png,2,39.74808673469388,60.25191326530612
northwest_20230606_sony_418_3_1_3.png,2,51.59040178571429,48.409598214285715
northwest_20230606_sony_112_2_1_3_aug_0.png,2,50.59988839285714,49.400111607142854
northwest_20230606_sony_304_3_1_3.png,2,51.21372767857143,48.78627232142857
western_20230622_sony_113_0_0_3_aug_0.png,2,22.044403698979593,77.9555963010204
northwest_20230530_sony_108_10_1_3.png,2,57.4577487244898,42.5422512755102
western_20230608_sony_112_1_0_3.png,2,19.168526785714285,80.83147321428571
northwest_20230606_sony_112_15_0_3.png,2,56.41741071428571,43.582589285714285
wooster_20230629_sony_113_1_0_3.png,2,45.92235331632653,54.07764668367348
northwest_20230606_sony_220_10_0_3.png,2,41.06943558673469,58.93056441326531
northwest_20230530_sony_105_9_0_3.png,2,47.837611607142854,52.16238839285714
northwest_20230606_sony_219_3_1_3_aug_0.png,2,46.76737882653062,53.23262117346938
wooster_20230713_sony_306_1_1_3.png,2,46.12763073979592,53.87236926020408
northwest_20230606_sony_109_8_0_3_aug_0.png,2,55.35116390306123,44.64883609693878
northwest_20230606_sony_220_0_1_3.png,2,36.800462372448976,63.19953762755102
western_20230622_sony_402_1_2_3.png,2,35.54488201530612,64.45511798469387
northwest_20230606_sony_302_6_1_3_aug_0.png,2,40.82230548469388,59.17769451530612
western_20230608_sony_207_1_4_3.png,2,22.925302933673468,77.07469706632652
northwest_20230530_sony_318_1_1_3.png,2,48.36375956632653,51.63624043367348
wooster_20230713_sony_208_0_0_3.png,2,48.814174107142854,51.18582589285714
wooster_20230629_sony_212_0_0_3.png,2,58.35857780612245,41.64142219387755
northwest_20230606_sony_302_16_0_3.png,2,36.031170280612244,63.968829719387756
northwest_20230606_sony_110_7_1_3.png,2,57.66103316326531,42.33896683673469
western_20230608_sony_406_1_4_3.png,2,22.648278061224488,77.35172193877551
northwest_20230606_sony_112_9_1_3.png,2,42.735570790816325,57.264429209183675
northwest_20230606_sony_303_1_1_3.png,2,54.55596301020408,45.44403698979592
northwest_20230606_sony_112_6_1_3_aug_0.png,2,46.57405931122449,53.42594068877551
wooster_20230713_sony_409_0_0_3.png,2,53.76873405612245,46.23126594387755
western_20230622_sony_313_1_0_3.png,2,21.876992984693878,78.12300701530613
western_20230622_sony_404_1_4_3.png,2,32.37005739795919,67.62994260204081
northwest_20230530_sony_318_10_0_3.png,2,32.70288584183674,67.29711415816327
western_20230622_sony_314_1_5_3.png,2,27.891820790816325,72.10817920918367
western_20230622_sony_403_1_1_3.png,2,28.28842474489796,71.71157525510205
northwest_20230606_sony_109_10_0_3_aug_0.png,2,56.67251275510205,43.32748724489796
wooster_20230713_sony_205_0_2_3.png,2,37.74115114795919,62.25884885204081
northwest_20230606_sony_110_8_0_3_aug_0.png,2,57.99984056122449,42.00015943877551
western_20230608_sony_302_1_5_3.png,2,19.57509566326531,80.4249043367347
northwest_20230606_sony_304_12_1_3_aug_0.png,2,19.71659757653061,80.28340242346938
western_20230622_sony_217_1_2_3.png,2,11.862244897959185,88.13775510204081
northwest_20230606_sony_219_3_1_3.png,2,45.958227040816325,54.041772959183675
wooster_20230713_sony_411_0_1_3.png,2,42.69770408163265,57.30229591836735
wooster_20230614_sony_304_1_2_3.png,2,64.61654974489795,35.38345025510204
northwest_20230606_sony_420_9_0_3.png,2,33.63560267857143,66.36439732142857
northwest_20230606_sony_302_2_1_3_aug_0.png,2,54.1015625,45.8984375
wooster_20230605_sony_417_0_1_3.png,2,60.98333864795919,39.01666135204081
wooster_20230713_sony_208_1_4_3.png,2,47.39317602040816,52.60682397959183
western_20230608_sony_408_1_1_3_aug_0.png,2,37.862723214285715,62.13727678571429
northwest_20230606_sony_219_7_1_3_aug_0.png,2,49.180883290816325,50.819116709183675
